,posterior_g1,posterior_g2,posterior_g3,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
258,2.2127445,0.034553878,0.07938623,0.854028582572937,0.037650514394044876,3.1788573,0.4274028
259,2.1006155,0.04096061,0.047751825,0.8325441479682922,0.048012301325798035,3.9547718,0.3336449
260,1.9397542,-0.0075993193,0.07672099,0.6515641808509827,0.09937361627817154,3.6822424,0.4022781
261,2.254069,0.02183058,0.010456538,0.7950717806816101,0.041615527123212814,3.2188268,0.415427
262,1.9402975,-0.015194988,0.04089182,0.6086462736129761,0.07907509803771973,4.5628834,0.29509825
263,2.0558786,-0.029353267,0.056898635,0.6632568836212158,0.0575854517519474,3.8838205,0.37298435
264,2.1998498,0.012358439,0.02207303,0.8426051735877991,0.0642886832356453,3.2518005,0.47530827
265,2.1741965,-0.046788014,0.020497512,0.8545022010803223,0.04448913782835007,3.5463994,0.38269722
266,2.1503403,0.03600344,0.08143902,0.8088999390602112,0.07666628807783127,3.4286408,0.47169977
267,2.058117,0.020138383,0.04926921,0.8305838704109192,0.06331882625818253,4.1421194,0.34040162
268,1.9745401,0.041582923,0.028570278,0.7003467679023743,0.07537593692541122,4.4725122,0.32493487
269,1.836618,0.092430495,0.06118558,0.5162755250930786,0.1281571239233017,4.8331623,0.31068683
270,2.0894127,-0.017940802,0.070973374,0.8226066827774048,0.05454665794968605,3.9108539,0.3606767
271,2.2237928,0.030033637,0.058921374,0.5935642123222351,0.07586032897233963,2.8826497,0.6095154
272,2.283191,0.00715327,0.10141844,0.792712390422821,0.047747354954481125,2.5897777,0.63418335
273,2.1476936,-0.010502284,0.12175969,0.7702423930168152,0.05096108466386795,3.1342204,0.47882515
274,2.0534456,0.004409054,0.03386995,0.7935986518859863,0.04820345342159271,4.319438,0.2780558
275,2.0956779,0.032994874,0.06187029,0.8468210697174072,0.05,3.9628177,0.28628075
