,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4
240,0.60684323,0.8496916,2.1454363,0.02040858,-0.17625692,0.2962348
241,0.07389554,0.84651065,2.2153275,-0.013111275,-0.1648446,0.23298925
242,-0.5849227,0.7897024,1.7533284,-0.013114355,-0.18337066,0.21667774
243,-0.22531416,0.86813986,1.9679393,-0.0075779464,-0.14397411,0.24436936
244,-0.03038291,0.8146306,2.285418,0.0030033505,-0.16230321,0.2569024
245,-0.62926227,0.7001571,2.542476,-0.068311386,-0.16004203,0.28525504
246,-0.4662951,0.73327714,1.978695,-0.0219532,-0.18538934,0.2545279
247,-0.088820696,0.9351791,2.3134294,-0.0005196661,-0.20728214,0.24252899
248,0.14088252,0.8806641,1.9794255,0.0039611547,-0.18166663,0.2999614
249,-0.32880265,0.80183583,2.0350568,-0.011852869,-0.15385795,0.24643731
250,0.40553808,0.7982157,1.9550198,-0.034663,-0.18096462,0.2626368
251,-0.059130263,0.94368577,2.154293,-0.017930781,-0.18584587,0.29326576
252,-0.43272287,0.8638758,2.1632051,-0.017308697,-0.22474542,0.27295205
253,0.008470607,0.8934912,2.044348,-0.009070682,-0.17127097,0.25337094
254,-0.81528527,0.54635394,2.080853,-0.005027238,-0.20411956,0.29352567
255,0.38675132,0.8568782,2.2506452,-0.0033153242,-0.15421988,0.21568975
256,-0.51665676,0.7498462,2.175272,-0.030560018,-0.16315849,0.23087221
257,-0.11700155,0.818135,2.3427458,0.018562611,-0.16220127,0.26069215
258,-0.2801625,0.77053595,2.048376,-0.014554214,-0.18993478,0.32628843
259,-0.102176175,0.8897334,2.2324665,-0.0025861405,-0.15434313,0.24446325
260,-0.7656766,0.63850963,2.0920606,0.004590401,-0.20061469,0.23726338
261,-0.90685153,0.6123435,2.0797284,-0.001988287,-0.20078751,0.2494113
262,-0.09433059,0.85508335,2.4186375,0.00064944144,-0.18761745,0.25978884
263,-0.5019669,0.77204067,2.2284675,-0.014420261,-0.21035352,0.2629553
264,-0.09189305,1.0045707,2.3658433,0.01335919,-0.14597757,0.2922253
265,-0.4444281,0.7341667,2.211183,0.008282169,-0.21656168,0.2567095
266,0.48639184,0.93458915,1.9086455,0.028673217,-0.18888217,0.3110387
267,0.1977726,0.9808317,2.1331735,-0.03387493,-0.1490944,0.2731769
268,0.35134888,0.9072486,2.0712008,-0.02519618,-0.14754869,0.253652
269,-0.25328878,0.9043927,2.2690911,-0.010403819,-0.160329,0.25223044
270,-0.31696266,0.77148163,2.2207696,-0.0029995863,-0.18888013,0.2717406
271,0.79527205,0.87836087,2.2460299,-0.034078814,-0.16847402,0.25398812
272,-0.14438406,0.8380138,2.3905544,-0.008197603,-0.17380835,0.24630895
273,0.28484768,0.8448094,2.0074897,-0.015667478,-0.1773381,0.26042804
274,0.03244252,0.90256506,2.3634992,-0.012255111,-0.14881557,0.2533376
275,0.26614207,0.89697516,2.1998923,0.002276854,-0.17794599,0.2142343
276,-0.5442701,0.7053803,2.4137118,-0.036339868,-0.16744126,0.24559897
277,-0.33159348,0.85211164,2.1737585,-0.029051602,-0.1444501,0.26163134
278,-0.20524772,0.847813,2.1600742,0.00097223965,-0.1599614,0.2427141
279,0.76980966,0.8068187,1.7123243,0.03466795,-0.18118973,0.27335098
280,-0.08060594,0.8428021,1.9994305,-0.023221057,-0.16925351,0.3514615
281,0.23965104,0.9012234,2.3546028,-0.04254072,-0.23796321,0.29299718
282,0.19492854,0.94072396,1.8366028,-0.03321158,-0.16399118,0.30035695
283,0.1459343,0.8747512,2.2814775,-0.029327018,-0.16250215,0.25315857
284,-0.67975336,0.6297653,2.137483,0.004769249,-0.2178312,0.2706352
285,-0.1990152,0.8782892,2.1198559,-0.0030195382,-0.17538972,0.22897294
286,0.4271022,0.9078915,1.961764,-0.015117885,-0.18097919,0.30929193
287,-0.4965026,0.7856717,2.1131222,0.005107319,-0.17130637,0.27007437
288,-0.18841194,0.8659524,2.186623,-0.0102162445,-0.16910987,0.253659
289,-0.43726686,0.8730278,1.9408866,-0.029061344,-0.18043837,0.19782893
290,-0.41304946,0.71815324,1.7990198,-0.0051939553,-0.15941238,0.25172397
291,-0.029412847,0.9004209,2.160395,-0.0016416861,-0.15568583,0.26614556
292,0.47488824,0.85771763,2.3107767,0.035236843,-0.18800543,0.21416603
293,0.6232224,0.8682955,2.2465537,-0.0056126695,-0.16190259,0.29786706
294,-0.327794,0.8859011,1.9377503,0.011879015,-0.16706668,0.2936419
295,-0.118577726,0.888472,2.164554,0.00252348,-0.15089479,0.2682573
296,-0.41384953,0.7529881,1.8839544,0.011908715,-0.16630669,0.23625308
297,0.531185,0.8422378,2.218019,-0.02826894,-0.21585566,0.31176317
298,0.52938414,0.94499755,1.8851601,-0.0024742032,-0.18170927,0.2890859
299,-0.5435015,0.7219626,2.1479294,-0.0023464214,-0.20030676,0.27154705
300,0.23254102,0.922509,2.223119,-0.006187057,-0.15684162,0.24566047
301,0.5370967,0.8078474,2.4310777,0.005422196,-0.21393722,0.24840464
302,-0.22935262,0.83002555,2.262701,0.013457564,-0.19985521,0.28459406
303,-0.72508794,0.62886435,2.1611638,-0.026880171,-0.14722057,0.25428405
304,0.5237352,0.7431197,2.2052033,0.0056145797,-0.17157303,0.25063244
305,-0.35871685,0.86263955,2.242619,-0.024787767,-0.14333436,0.26770398
306,-0.6394934,0.6514947,2.2921784,-0.034018513,-0.1763779,0.28343755
307,0.15837689,1.0694871,2.371651,0.00982311,-0.16927773,0.25947186
308,-0.16177085,0.8130009,1.8469557,-0.042513598,-0.16127454,0.24839221
309,-0.3452623,0.8647399,1.9784139,0.016187392,-0.19481668,0.27459466
