,posterior_g1,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
158,1.8138677,0.6206841,0.12443943321704865,4.6664753,0.22242606
159,1.8345208,0.5233642,0.17661018669605255,4.7378263,0.31660524
160,1.8621626,0.50518554,0.13236074149608612,4.947401,0.2717731
161,1.9511474,0.54390866,0.07884563505649567,4.564835,0.29755098
162,1.8125746,0.4021794,0.19910497963428497,4.9038587,0.31901106
163,1.7931974,0.55511105,0.20684406161308289,4.860706,0.317673
164,1.7986913,0.5553056,0.14238569140434265,4.955438,0.24351636
165,1.8458709,0.5027166,0.1734894961118698,4.95043,0.28679952
166,1.7474803,0.5854568,0.1942979246377945,5.0447745,0.24994448
167,1.9029412,0.4917883,0.09987958520650864,4.802988,0.25151572
168,1.6785187,0.6682163,0.24138543009757996,5.4341455,0.28909987
169,1.6771623,0.707066,0.16213198006153107,5.351779,0.25355515
170,1.8302267,0.51851857,0.1645280122756958,4.93837,0.27690327
171,1.8001792,0.4750542,0.17391829192638397,4.2907205,0.34941262
172,1.8975886,0.54292893,0.05390949174761772,4.469704,0.2639126
173,1.8743356,0.5674729,0.14264345169067383,4.540504,0.28708068
174,1.6205568,0.66124994,0.1834014654159546,5.398848,0.3088859
175,1.8242933,0.5641772,0.18570150434970856,5.0336375,0.26824751
176,1.7443839,0.6070415,0.20842735469341278,5.0740223,0.28265893
177,1.8234434,0.5947533,0.11361561715602875,5.171966,0.20480914
178,1.7678802,0.5932662,0.15854628384113312,5.1884036,0.2176477
179,1.6227655,0.7791469,0.22494272887706757,5.0300593,0.36178687
180,1.9783256,0.5344933,0.10077416896820068,4.106585,0.36586374
181,1.7821231,0.57994705,0.10261856764554977,5.0687995,0.17932938
182,1.8795192,0.549502,0.17207270860671997,4.781886,0.33197293
183,1.6295166,0.7678981,0.09750090539455414,5.7997923,0.15598814
184,1.7615681,0.62161916,0.16343431174755096,4.9889812,0.23874809
185,1.9143599,0.49081072,0.10297191888093948,4.2248855,0.3262333
186,1.7154664,0.59226984,0.1923103928565979,4.454955,0.3874798
187,1.7930691,0.50612193,0.2207583785057068,5.0398154,0.30587742
188,1.9598173,0.6231847,0.08106042444705963,4.7977457,0.25294432
189,1.6900488,0.5101466,0.20850692689418793,4.28657,0.396901
190,1.6676203,0.68144083,0.1915968507528305,5.0259676,0.30978802
191,1.7774278,0.57414967,0.14840704202651978,4.993251,0.22259943
192,1.6554658,0.6733847,0.21033118665218353,5.322683,0.3358008
193,1.7322307,0.61773556,0.1880282759666443,4.5130115,0.33677718
194,1.8552572,0.5185663,0.1495438665151596,4.809434,0.2673178
195,1.9471804,0.58938,0.05737433582544327,4.3775716,0.2519073
196,1.817254,0.5678388,0.12604202330112457,4.999786,0.22770926
197,1.7787228,0.5503085,0.18300636112689972,5.3579884,0.2353826
198,1.573468,0.8515363,0.1912589967250824,5.5694423,0.25733814
199,1.7863538,0.59309864,0.21692650020122528,5.268207,0.26910776
200,1.8053321,0.5111491,0.16088007390499115,5.3420553,0.23118773
201,1.9292492,0.57677823,0.1138191893696785,4.4328775,0.29080883
202,2.0483572,0.72891474,0.08338919281959534,3.8267922,0.3820063
203,1.6547503,0.67450076,0.19681763648986816,4.856739,0.3017577
204,1.6862676,0.74513453,0.20036019384860992,4.8048415,0.2876394
205,1.9035323,0.5222335,0.14318044483661652,4.928762,0.30231458
206,1.875677,0.51549584,0.12284259498119354,5.1030855,0.24683392
207,1.9630326,0.56551826,0.08747462183237076,4.0967755,0.3604909
208,1.8754721,0.5369818,0.16795049607753754,5.3721147,0.26134637
209,1.8761686,0.5283388,0.16942034661769867,5.036811,0.3142287
210,1.7439567,0.5984843,0.20144245028495789,5.2110777,0.24817531
211,1.7894236,0.5232606,0.1879269778728485,4.9065456,0.29456288
212,1.8836929,0.5913417,0.10139733552932739,4.666883,0.23083836
213,1.7127184,0.6249693,0.18812653422355652,4.96998,0.2847655
214,2.0207415,0.62344223,0.09539200365543365,4.3740983,0.34780416
215,1.9996731,0.6503067,0.09132230281829834,4.2279997,0.34565213
216,1.8801128,0.5294966,0.08224721997976303,4.624406,0.27743495
