,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
42,-0.598383,0.3018358,1.1597716,1.0057303,-0.76153713,0.46184593,1.0538137,0.4831191
43,-0.5744231,0.29836854,0.5079941,1.6782502,-1.7602919,0.26832643,1.7250198,1.6506654
44,-0.5471093,0.33605105,-0.06074131,2.202176,-1.3360031,0.3075253,2.2219586,1.1138046
45,-0.41870996,0.35336894,2.2355986,0.03593208,0.408723,0.2787284,0.006631032,-0.52496696
46,-0.80657065,0.24469428,-0.46957296,2.6879811,0.527152,0.40255523,2.6835225,-0.72123194
47,-0.6956017,0.2881287,-0.16871203,2.3964722,-1.6028569,0.41305205,2.3926287,1.254352
48,-0.6333475,0.27223688,2.381187,-0.22062719,-0.14718932,0.23901363,-0.2621493,-0.080235444
49,-0.51348066,0.3163942,3.459173,-1.2758026,3.7029989,0.29357034,-1.3085742,-3.903406
50,-0.62038004,0.2710137,3.2785866,-1.2657444,-1.999063,0.18321557,-1.1530576,2.0457802
51,-0.5980678,0.3137249,2.6435,-0.32723987,1.2688555,0.26820487,-0.3472839,-1.4833874
52,-0.64542836,0.30067116,0.65018296,1.5588448,1.970628,0.54132044,1.5700061,-2.3987186
53,-0.57683206,0.2943017,3.4072034,-1.2957902,-0.8743808,0.2210679,-1.2605869,0.76369077
54,-0.4520439,0.34348246,0.001216475,2.3079543,-0.6814125,0.33863956,2.3890715,0.45766428
55,-0.67993385,0.30310813,2.7032142,-0.48827222,0.7288145,0.3347388,-0.53717846,-0.95470583
56,-0.60905385,0.3042848,0.40665293,1.8355533,0.69004256,0.5329217,1.8617812,-1.0668027
57,-0.74855274,0.28960502,-0.23706572,2.3504133,-0.19585018,0.19085611,2.3243725,0.15477078
58,-0.5778851,0.3288863,-1.0186226,3.2563858,-0.4769111,0.47148842,3.2928016,0.072348796
59,-0.5034329,0.34775454,2.2251887,-0.024071215,1.4928164,0.42579046,0.058431316,-1.7527956
60,-0.48701504,0.3140526,0.65465134,1.5444261,1.1681547,0.36056325,1.5360289,-1.4248209
61,-0.44517645,0.36520708,2.1711588,0.019920737,-0.4921053,0.35616285,-0.0766332,0.22485404
62,-0.6761393,0.29473042,-0.31211627,2.5892878,-0.46191964,0.41835895,2.574651,0.17203914
63,-0.39072907,0.3051689,1.0102786,1.179416,-0.15718848,0.35010874,1.2152923,-0.06974451
64,-0.7748349,0.24458092,3.0029514,-0.67176247,0.7176702,0.23760913,-0.65667903,-0.9190128
65,-0.5727938,0.31864497,2.0878892,0.23949839,0.62798506,0.46557328,0.21479751,-0.976722
66,-0.666923,0.27076852,2.227977,0.01685349,-1.7603235,0.39436257,0.0015567146,1.5744998
67,-0.603795,0.28521776,1.1690806,1.1633204,-1.8204957,0.26362532,1.0634459,1.6396763
68,-0.65347475,0.28600627,1.5109894,0.7688794,-0.8828274,0.27092752,0.69688493,0.7170351
69,-0.80294126,0.2401233,3.0406694,-0.7139989,-1.6474206,0.27706045,-0.6946844,1.5247734
70,-0.5876718,0.32364056,1.721705,0.46988934,1.1507998,0.3352871,0.46327952,-1.3491213
71,-0.54152334,0.32978934,2.2081094,-0.0010330817,1.8959243,0.25637168,-0.07947818,-2.0712285
72,-0.4538007,0.34071705,1.5576463,0.60337573,1.8989565,0.49910355,0.62087035,-2.1803226
73,-0.6449494,0.3196448,0.5512391,1.6200187,-1.1916759,0.3471281,1.5752666,0.9939476
74,-0.60295403,0.3065503,1.9461182,0.2405433,0.39896905,0.29302067,0.28411138,-0.5635636
75,-0.60063165,0.31640708,0.47313058,1.7331717,-1.2895845,0.20131409,1.6946379,1.1849197
76,-0.5386093,0.33666185,0.79122245,1.4353462,-0.018255655,0.20386311,1.4054353,-0.06614115
77,-0.6722937,0.28462136,1.3651634,0.90934473,0.3157677,0.3298894,0.8375278,-0.5542275
78,-0.6073625,0.29504016,0.13137104,2.254191,-1.4193859,0.28388706,2.2754734,1.1954819
79,-0.47987187,0.32426223,-0.5717989,3.042734,2.5457036,0.35811612,3.0552082,-2.747458
80,-0.51951605,0.3175743,0.16001898,2.0198207,-0.25470227,0.3627125,2.0487487,0.02742069
81,-0.5204916,0.298775,3.324514,-1.3310833,-1.7420435,0.32939902,-1.2064621,1.6460966
82,-0.5257557,0.33712545,-0.39918712,2.6580446,-1.3323661,0.28908038,2.6347647,1.0952295
83,-0.59245557,0.30864578,1.9942483,0.17832528,-1.3472584,0.25405946,0.13220835,1.2444314
84,-0.3703925,0.32426587,3.0436022,-0.73297256,-1.6077626,0.22948538,-0.7515748,1.5086707
85,-0.42829812,0.3276568,0.37292814,1.8345741,-2.0935338,0.13576953,1.8142955,2.1057575
86,-0.48503935,0.29406878,0.042826384,2.1959083,-1.2218891,0.47975188,2.2193594,0.8924089
87,-0.68000126,0.29154825,1.7717891,0.3409925,-1.9751993,0.2769933,0.38870615,1.8314817
88,-0.5317247,0.28672346,2.8190265,-0.56298685,1.859755,0.26479274,-0.55160165,-2.0427024
