,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6
216,-0.14440325,0.60495186,1.4451203,0.7017853,0.55256915,0.40502512,0.8130785,-0.87563396
217,-0.6022277,0.46377948,1.7498832,0.25502568,-0.4699961,0.4270563,0.27833608,0.21056992
218,-0.41297376,0.40066847,2.3654163,-0.24152146,0.6568618,0.47693422,-0.40192753,-0.7154872
219,0.121122286,0.5405718,2.4661844,-0.5005614,-1.5642942,0.42079434,-0.53841776,1.58577
220,0.8103412,0.31273127,2.1142583,-0.018638773,-0.25784388,0.47417137,-0.11624184,0.08080434
221,-0.22807202,0.47630954,0.50416344,1.913655,-1.6889771,0.4778036,1.8946519,1.5524403
222,-0.20041513,0.57095176,0.0072788256,2.604003,2.3606756,0.27993786,2.3605905,-2.6818495
223,-0.1565703,0.6438624,2.006769,0.12383664,2.0009434,0.43795797,0.10368881,-2.3540194
224,-0.39633,0.526471,2.7303846,-0.7311111,-1.1112081,0.4432711,-0.5748701,1.0912997
225,0.7784645,0.39603814,1.6018416,0.81091774,1.2586855,0.46776018,0.8925048,-1.6462462
226,-0.5983039,0.35328484,1.0289153,1.2071034,-0.6515556,0.5423407,1.1731049,0.28069675
227,0.74822927,0.41292897,1.0568912,1.3154048,1.7914125,0.4410343,1.3415903,-2.0409188
228,0.053987954,0.63576645,1.5061861,0.72014225,1.0661759,0.53022397,0.62111896,-1.2104354
229,-0.452216,0.52301997,1.6845391,0.385958,0.730352,0.4030749,0.44694406,-0.9178028
230,0.28887007,0.5438973,0.15355562,2.0734735,1.2182186,0.52230114,2.1738715,-1.4284565
231,-0.7168814,0.4426787,0.70133924,1.4832449,-0.38455272,0.5208233,1.4136071,0.06793222
232,-0.21538101,0.55103236,1.3222636,0.750852,1.1926599,0.3898122,0.82311195,-1.4971155
233,0.09580199,0.596939,-0.0683201,2.4811695,-1.0913944,0.51116097,2.4979253,0.67037296
234,0.6949906,0.43033913,2.2441747,-0.27844736,-2.8483508,0.44532403,-0.32483625,2.9849613
235,-0.3432667,0.56050956,2.674838,-0.7458533,-0.49777788,0.51524156,-0.8912324,0.3189141
236,0.6820681,0.46734196,3.2370627,-1.1819557,-0.10687553,0.4951537,-0.88630015,-0.09413854
237,-0.07703631,0.66768664,0.81414837,1.3072531,-1.8106273,0.34906977,1.1691462,1.5908064
238,-0.12591761,0.605419,2.5171573,-0.60028416,-0.9516628,0.45634666,-0.49926233,0.78200155
239,-0.35526124,0.5287779,0.7218959,1.5227201,-1.1446397,0.349327,1.4535649,0.86799866
240,-0.6122371,0.39784557,3.099597,-1.2036345,-0.28453663,0.47421736,-1.172182,0.31722575
241,-0.23313119,0.6683122,0.8279251,1.4124564,1.6771302,0.49450883,1.5974945,-2.1608415
242,0.7602047,0.40684953,1.3461233,0.7988973,0.52771014,0.33352673,0.70521444,-0.833603
243,0.009514214,0.5116103,3.0230627,-1.0842171,-1.5086708,0.36080605,-1.1533084,1.4261228
244,0.018980922,0.48042223,1.4345297,0.8534102,-0.5730256,0.3334121,0.78324336,0.26295963
245,0.31287816,0.6362551,1.3831571,0.7165575,-0.57826847,0.37622222,0.86121505,0.39717326
246,0.720207,0.43325326,1.2357359,1.1388471,-0.72653776,0.38802072,1.137164,0.43112123
247,-0.46427152,0.49553803,1.5049877,0.6529499,0.5324306,0.575949,0.9051577,-0.793419
248,-0.18225011,0.56195056,2.2511268,-0.018113744,1.011553,0.4033346,-0.13711241,-1.1529413
249,-0.45441523,0.47307798,1.8781064,0.1937751,-0.6653525,0.52004045,0.16451855,0.48681793
250,-0.12148191,0.68329513,1.6722507,0.6845805,-0.072650835,0.5069595,0.6608178,-0.21058698
251,0.2931925,0.55091256,-0.19901615,2.6214375,-1.090062,0.5066199,2.5585387,0.6024041
252,0.5807567,0.47460842,0.76194596,1.4238849,0.56652844,0.46046895,1.4105877,-0.92479396
253,-0.19842745,0.5472931,2.73353,-0.6862086,-1.0227071,0.27027446,-0.6519672,0.8282111
254,0.33142677,0.6701431,0.17135502,2.1388278,-1.961373,0.3808195,2.1469367,1.6251105
255,-0.19304661,0.64036286,2.5944843,-0.60551095,-0.5799627,0.41073716,-0.5727787,0.32664654
256,0.41584402,0.5598259,2.3108473,0.07893972,0.23444971,0.37353322,-0.08623543,-0.6932689
257,0.14985767,0.49338678,-0.28066385,2.868364,1.379968,0.3701371,2.8022225,-1.8160573
258,0.19156028,0.5887938,2.101375,-0.12938027,-2.9259956,0.4437252,-0.29587394,2.9946048
259,0.76120204,0.39782527,3.230506,-1.5533571,-0.51964706,0.5494331,-1.5548991,0.61968213
260,-0.8127435,0.3356695,3.3112948,-1.4868588,-0.20869236,0.5375221,-1.4989734,0.2816456
261,0.19596657,0.5054352,1.2451638,1.1346846,-0.13590913,0.3272044,0.9774348,0.011088673
