,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
102,2.1839921,-0.006808365,-1.1058251,0.563693,0.009204416,0.8010438,-0.014136145,0.05,0.22630079090595245,2.2280220985412598,1.2618505
103,-1.1111674,3.3832998,-0.42504597,0.5762045,3.4196131,0.16556366,-0.06300075,0.34165292978286743,0.1503925323486328,2.0966572761535645,1.2083969
104,0.0910145,2.0959117,0.3728659,0.4361156,2.0930777,-0.5918269,-0.30192566,0.07767824828624725,0.2515052258968353,2.353160858154297,1.0809585
105,1.9894813,0.22559758,0.48214334,0.6040537,0.30073887,-0.81395495,-0.22037591,0.12856325507164001,0.15999513864517212,2.2262096405029297,0.9515764
106,-0.015917905,2.4870963,-2.6694708,0.6610571,2.643118,2.5148785,-0.16278498,0.4581287205219269,0.202194944024086,1.966619610786438,1.4883934
107,3.1901298,-1.0987583,-0.4957618,0.4367652,-0.981959,0.27160826,0.037307125,0.060827139765024185,0.16894587874412537,2.213454008102417,1.0950086
108,0.25415146,1.9071846,0.4473096,0.7948,1.9911451,-0.6965681,-0.33043584,0.2648836076259613,0.19231297075748444,2.152970314025879,1.2449155
109,3.2771466,-1.0629734,-0.31926423,0.63234025,-0.96332586,0.030047728,-0.2740748,0.25043222308158875,0.18387442827224731,2.057849645614624,1.3830976
110,2.14755,0.047994006,-2.977432,0.37945846,0.100949906,2.6675944,0.09168805,0.10485025495290756,0.21465876698493958,2.377291679382324,1.1209027
111,2.050389,0.091305695,-0.5777004,0.4158793,0.1955951,0.38060254,-0.0007687816,0.1223020926117897,0.20707347989082336,2.2144992351531982,1.2159178
112,1.7900882,0.33807102,0.8359968,0.4573341,0.34534264,-1.1702769,0.05487462,0.12100976705551147,0.22690623998641968,2.7081410884857178,1.126082
113,1.3401334,1.031326,0.26313165,0.5310193,1.0562606,-0.5126182,-0.21170251,0.08363372832536697,0.2166355699300766,2.036489725112915,1.6050763
114,0.27926648,1.8877648,-2.300604,0.5105665,1.9925898,2.0377426,-0.016063573,0.13382016122341156,0.2283114343881607,2.350767135620117,1.127164
115,0.048097648,2.1651,-1.5639602,0.600365,2.221275,1.3832346,-0.29961118,0.05,0.19209246337413788,2.105121374130249,1.360681
116,3.1232848,-0.91332215,-0.6673291,0.3727162,-0.8492739,0.4228898,0.0132044405,0.11311089247465134,0.22036989033222198,2.350010633468628,1.1748911
117,1.1196201,1.0419005,1.0276567,0.53730124,1.1679627,-1.3384708,-0.1095319,0.05,0.15611280500888824,2.1066596508026123,1.1419319
118,2.817068,-0.5821327,-4.0248857,0.4259272,-0.5243439,3.993985,-0.09721482,0.1543203741312027,0.19478243589401245,2.0565614700317383,1.383346
119,3.9727056,-1.8176342,3.8217502,0.601679,-1.7744929,-3.9867568,-0.34540293,0.16342641413211823,0.1922702193260193,2.152252435684204,1.227277
120,2.2521882,0.042427175,-0.5577434,0.54182607,0.24326965,0.14475004,-0.07114033,0.5893723964691162,0.1734401136636734,2.467301607131958,0.8413369
121,1.3050933,0.95150924,-0.95976204,0.5170205,0.98998517,0.68565,-0.14407974,0.4741164445877075,0.16183556616306305,2.2742321491241455,1.3030609
122,1.9690412,0.15017085,0.1619757,0.40290925,0.2875014,-0.43908307,0.055309616,0.08115491271018982,0.21427971124649048,2.546469211578369,1.1059232
123,1.1979638,1.0679083,-0.62394744,0.5616102,1.1516683,0.37796777,-0.13861492,0.09610767662525177,0.20216558873653412,2.045128583908081,1.4576555
124,1.8270928,0.32367688,-0.21325715,0.42757177,0.37639397,-0.024841147,0.026904827,0.23805782198905945,0.2158387303352356,2.283168077468872,1.2585585
125,1.7290709,0.64230734,-0.070287384,0.40791696,0.6419407,-0.25681412,0.008120475,0.09861903637647629,0.2017124593257904,2.0096616744995117,1.4439602
126,0.86800176,1.4211326,0.43529022,0.5156577,1.4787221,-0.73304564,-0.07275629,0.3315783143043518,0.20518894493579865,2.1338014602661133,1.3097739
127,0.584005,1.7123028,-2.4364111,0.43273717,1.661289,2.069021,0.01797341,0.11074697971343994,0.21281841397285461,2.3927736282348633,1.1599656
128,-0.094386704,2.3521576,-2.0832906,0.4943516,2.453994,1.6899612,-0.2348341,0.05336381122469902,0.1916913390159607,2.202831745147705,1.1134129
129,3.0959425,-0.84105766,1.6711234,0.58286875,-0.737679,-1.9424291,0.057561554,0.18144869804382324,0.18356522917747498,2.105382204055786,1.2480452
130,1.4717642,1.0585923,0.4942377,0.59105915,1.0700601,-0.84210926,-0.24662271,0.357172429561615,0.16524946689605713,2.031628131866455,1.2696407
131,0.3705149,1.9249588,-0.29799667,0.5068173,2.0561357,-0.07596102,-0.0746175,0.4965421259403229,0.18486356735229492,2.2358531951904297,1.1364906
132,3.068356,-0.5762084,0.27259046,0.5659894,-0.45197332,-0.5722297,-0.0761168,0.2323654443025589,0.22729988396167755,2.0119850635528564,1.6260374
133,1.4011248,0.9043813,0.9517398,0.5395635,0.9394678,-1.2231522,-0.23357151,0.2659146785736084,0.2118081897497177,2.0928468704223633,1.2895557
134,1.1052203,0.99276966,1.5038987,0.6082438,1.1400571,-1.8995887,-0.047548305,0.05,0.22356942296028137,2.210524559020996,1.288837
135,1.529846,0.8336412,0.3931907,0.60398984,0.8018699,-0.7526451,-0.19173789,0.26149749755859375,0.17874696850776672,2.1387078762054443,1.2024778
136,2.2776566,0.019173099,2.53748,0.4796256,0.13492596,-2.8887136,0.068157464,0.07224775105714798,0.21282054483890533,2.080050230026245,1.3396163
137,2.3958972,-0.16137686,-0.38140005,0.40527982,0.07476302,0.16714962,-0.0110011855,0.05,0.15742719173431396,2.0313570499420166,1.2496574
