,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7
147,0.25958332,0.5292143,-0.60907197,2.8065546,0.23764281,0.44042554,3.090067,-0.5310352,0.0057019903
148,-0.16503446,0.5359636,1.6205869,0.5240151,-3.3120987,0.46404868,0.76585186,2.7160947,-0.07754496
149,-0.5459331,0.5079293,3.1078353,-0.80533695,0.62380433,0.332967,-0.7830723,-0.7895823,0.16737747
150,-0.25829265,0.5075202,1.1144035,1.0507466,-0.30585352,0.3756186,1.1997759,0.012987275,0.0839304
151,0.66553324,0.4171813,2.0162752,0.20804836,-0.538238,0.3845134,0.25287616,0.058923945,0.026090218
152,-0.58419645,0.4673971,1.2571051,0.95958763,0.119355686,0.7346945,0.82503706,-0.3851224,-0.36342844
153,-0.71730584,0.40811142,0.3750761,1.8841006,-1.8563576,0.38972792,1.9293041,1.428693,-0.07801984
154,-0.5080241,0.44757065,2.1877778,-0.05216905,1.035029,0.31389618,-0.14794137,-1.1943233,0.1544982
155,0.47839633,0.48030293,-0.08746102,2.251658,-1.496088,0.42992076,2.4358373,1.0209948,-0.08874983
156,0.6660716,0.45345724,0.41447976,1.7179068,-0.18494174,0.44264397,1.8472241,-0.19087006,-0.0646458
157,-0.12850153,0.5033625,0.5532058,1.6671957,-0.1077512,0.4627167,1.6957743,-0.20391145,-0.019529501
158,-0.21437863,0.5802541,1.2690606,0.83876246,-0.9621869,0.5122439,1.0375326,0.73763454,-0.053732153
159,0.24792121,0.62437755,1.3698494,0.89761674,-1.2197614,0.4971498,0.9006303,0.62336004,-0.18590716
160,0.11240876,0.62395656,0.668152,1.616338,-1.0916008,0.071612746,1.7161106,0.84411126,0.36961135
161,0.4358147,0.5167514,0.7702999,1.430083,-1.7844706,0.3368698,1.641184,1.3526115,0.12650916
162,-0.10859427,0.607528,0.20759942,1.9890497,-0.81119716,0.41224015,2.1577718,0.3622683,0.04890942
163,0.18431595,0.53655845,1.5122918,0.66989076,0.29780298,0.25626403,0.60862386,-0.49065515,0.19564384
164,0.4706626,0.49235067,1.493428,0.8805646,-1.9458872,0.16339652,0.8163519,1.7301995,0.30674538
165,0.113231905,0.5642625,2.877967,-0.56420577,0.60983956,0.63728404,-0.8320319,-0.7994192,-0.33572754
166,-0.5960012,0.46285576,2.138055,0.008941438,-0.0063078054,0.6630742,0.28969046,-0.17586997,-0.167621
167,0.42693892,0.4872434,-3.478201,5.5018296,-0.15947062,0.59216684,5.7777977,-0.24828358,-0.28091282
168,0.057538066,0.5749201,-0.16347669,2.352979,-0.21742901,0.43365332,2.5854514,-0.031579453,-0.08196994
169,-0.5447479,0.45833552,1.847319,0.3032241,-0.28300342,0.442617,0.5295961,0.037979953,-0.04524897
170,0.34633145,0.51448464,3.2248662,-1.1987482,0.97711563,0.23471035,-1.0704019,-1.0872437,0.3091848
171,0.11526181,0.5822238,1.9594982,0.30930266,-1.6302818,0.51609296,0.39514187,1.1839274,-0.079812385
172,-0.1127498,0.52457833,-0.23315004,2.4618497,-1.9607037,0.2894771,2.706401,1.6457902,0.15464571
173,0.68337965,0.40569282,2.1614692,0.052132584,-0.20048907,0.6194091,0.23982254,-0.1388287,-0.21991546
174,0.54941356,0.47421026,1.0397307,1.2019646,2.2955685,0.35135192,1.1301302,-2.5859513,0.13713643
175,-0.5855736,0.47702408,1.2294542,1.0171216,-0.47511166,0.3483778,0.9603097,0.16997187,0.08083159
176,0.026884506,0.5818587,0.8786132,1.224834,0.32137087,0.3674872,1.2833834,-0.6506592,-0.0027676662
177,0.72077405,0.39305335,-0.91670525,3.0195403,0.16030411,0.41136497,3.317208,-0.60242814,0.12649962
178,0.036669604,0.5391356,0.6332228,1.4727038,1.6026855,0.09493638,1.576445,-1.6943796,0.35071343
179,-0.072871715,0.650477,1.7555572,0.36681312,1.1140697,0.33992195,0.38740903,-1.2791651,0.08927388
180,0.7308591,0.38550422,1.2048428,1.067398,-2.3894217,0.23282586,1.0702707,1.9798094,0.191435
181,0.06652913,0.5702938,-0.38679987,2.5128229,-0.87167877,0.53424203,2.880958,0.4803292,-0.19660111
182,0.06868927,0.5311213,1.8463241,0.532217,-0.21759672,0.1701935,0.35302785,0.056540795,0.20295483
183,-0.10048781,0.57284397,-1.3345193,3.4986053,-1.3072034,0.35016578,3.7144597,0.86986625,0.0022009513
184,0.1075692,0.5966545,1.8736635,0.44111013,-0.38178068,0.50731605,0.35735688,0.07334841,-0.1141701
185,-0.09774487,0.59821177,1.8209094,0.31831145,-0.6923364,0.61004317,0.483255,0.36663562,-0.27803105
186,0.31563875,0.56536406,3.6093369,-1.2916813,1.5107011,0.3680173,-1.540833,-1.7086288,-0.061994985
