,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_beta2,posterior_beta1,posterior_beta3,posterior_rho
160,0.4707331,1.7570845,-2.3617158,0.42762458,1.78362,2.031945,0.2220783680677414,0.22254818677902222,2.5905468463897705,1.064907
161,2.547573,-0.2965413,-0.8053895,0.5167665,-0.32233137,0.5599256,0.28210166096687317,0.20107501745224,2.3861591815948486,1.1888759
162,0.12968291,2.1820095,-4.10098,0.4354948,2.2676916,3.8142858,0.42109227180480957,0.16102556884288788,2.1836893558502197,1.1372496
163,0.5640618,1.6054894,-1.5801842,0.3884692,1.6472794,1.272737,0.17430797219276428,0.19271472096443176,2.575115203857422,0.89946127
164,-0.73409736,2.956498,0.3984366,0.3042863,3.1278763,-0.70417225,0.05,0.20365294814109802,2.0329928398132324,1.2687765
165,0.8017557,1.4138556,-0.5967678,0.36205584,1.4559897,0.4416305,0.3918378949165344,0.1506761759519577,2.4796414375305176,0.8697047
166,0.05844608,2.2079024,-0.7222643,0.33047506,2.2222633,0.51577693,0.0957174226641655,0.18266165256500244,2.1952731609344482,1.1806785
167,0.68767744,1.5153152,0.93200624,0.50711817,1.4378419,-1.1439205,0.10647044330835342,0.21033905446529388,2.1921026706695557,1.1285124
168,2.3960586,-0.14669612,1.6399578,0.42591792,-0.07455617,-1.9401346,0.2565758526325226,0.11857554316520691,2.0450806617736816,1.041575
169,2.299004,-0.042868413,-0.8903827,0.4633433,-0.10394725,0.7483354,0.39963075518608093,0.20806065201759338,2.404294013977051,1.0652611
170,0.6748166,1.5167661,1.4963635,0.5094941,1.3748109,-1.7588739,0.05,0.19387491047382355,2.3959732055664062,1.0997266
171,1.841026,0.38192955,0.38323417,0.3574224,0.35438743,-0.65024406,0.30389341711997986,0.18421509861946106,2.596717119216919,0.91097146
172,2.3989496,-0.13742198,-0.78340375,0.5126775,-0.15597059,0.4758993,0.3282739222049713,0.16791923344135284,2.3183367252349854,1.0667253
173,1.4063742,0.7708183,1.6321023,0.39804062,0.8527199,-1.8656207,0.09739480167627335,0.16498467326164246,2.3774707317352295,1.059102
174,1.1777617,1.0922239,-1.4276386,0.44102162,1.0907542,1.1478021,0.26171252131462097,0.20932374894618988,2.2689526081085205,1.0791259
175,0.64173406,1.6898731,-2.4481323,0.4146109,1.6830711,2.1216922,0.06187228113412857,0.18613484501838684,2.403244733810425,1.087144
176,0.7499435,1.5351385,-1.2479763,0.40274373,1.5533549,1.0082804,0.2889447808265686,0.191127210855484,2.0729126930236816,1.3233898
177,1.3633147,0.86328787,0.8284209,0.3011203,0.8618996,-1.0266988,0.05,0.20485922694206238,2.0067381858825684,1.343482
178,-1.0328519,3.2753794,-0.90537125,0.33403426,3.2697842,0.54072124,0.05,0.175430566072464,2.3854522705078125,1.023516
179,1.2805847,0.8915556,-1.377399,0.4607213,0.9578821,1.0936368,0.275524377822876,0.19830353558063507,2.309875965118408,1.0774208
180,0.74430597,1.4143635,-0.93181956,0.41356203,1.4625163,0.7284045,0.05884116515517235,0.20216508209705353,2.533690929412842,1.0862049
181,0.038436934,2.1225715,1.1236429,0.4006002,2.0868006,-1.2967116,0.05,0.21223631501197815,2.2932090759277344,1.2753221
182,2.6721504,-0.3311731,-0.87962055,0.34386685,-0.33597973,0.73304844,0.12480875849723816,0.22344301640987396,2.029759407043457,1.4222441
183,1.785344,0.4683707,-1.6162775,0.3811874,0.44263175,1.3695304,0.15935571491718292,0.16285261511802673,2.075589656829834,1.2157564
184,0.05381719,2.1184237,-0.1749143,0.45260075,2.1788542,0.006967098,0.4207180142402649,0.16635680198669434,2.499326229095459,0.87747854
185,2.673182,-0.45608088,0.2758706,0.385059,-0.33287334,-0.532912,0.41413822770118713,0.0856759250164032,2.319958209991455,0.70751923
186,1.6058029,0.658693,-1.5305121,0.359624,0.5113416,1.3413227,0.07362090051174164,0.18667346239089966,2.350980043411255,1.0912158
187,1.1691082,1.137659,-1.2483859,0.51215017,1.1574568,1.0204344,0.3939887285232544,0.1768593192100525,2.0828938484191895,1.2295024
188,2.5357218,-0.3466101,-0.33572033,0.4407767,-0.23877823,0.1540098,0.34615904092788696,0.16312135756015778,2.3794870376586914,1.0055321
189,4.110774,-1.890477,0.73609674,0.32569647,-2.216038,-0.9411182,0.07052534818649292,0.24157704412937164,3.15331768989563,0.8673666
190,2.3234549,-0.05598376,0.25850555,0.43057168,-0.11219408,-0.63027847,0.10638417303562164,0.16399294137954712,2.271408796310425,1.0521271
191,0.3991433,1.920537,-0.5838792,0.42059624,1.8938404,0.33786803,0.17924357950687408,0.1952841877937317,2.0594053268432617,1.3852872
