,posterior_phi,posterior_sigma,posterior_g1,posterior_g2,posterior_g3,posterior_g4,posterior_g5,posterior_g6,posterior_g7
90,0.5333249,0.44823307,2.148312,0.05547129,-3.9118633,0.4046347,0.09987005,3.6097443,-0.08452385
91,-0.28279907,0.45902815,-0.5040161,2.7311258,0.77108836,-0.3153414,2.6157253,-0.932162,0.43755078
92,0.37227494,0.46335584,3.3584344,-1.2126763,1.2789457,0.02823344,-1.0909898,-1.2602496,0.1046266
93,-0.99,0.30604908,0.4799968,1.635106,0.059585012,0.027641969,1.5163243,-0.19532327,0.36659807
94,0.12807913,0.42686385,0.8668501,1.3453137,-0.25001365,-0.31585866,1.288936,0.18329172,0.48995778
95,0.027932487,0.46347097,0.87822515,1.3495378,0.9798278,-0.16247626,1.2293625,-1.1101128,0.39262345
96,-0.57810247,0.3977936,0.061317507,2.1603167,-0.34006017,-0.22679055,2.1030111,0.3058242,0.42195192
97,-0.08339308,0.4545658,2.9130201,-0.7298817,0.058494363,0.28456855,-0.7984256,-0.19281282,0.07809932
98,-0.1710492,0.46281752,0.7643016,1.4760594,-0.50812393,-0.008458736,1.3839636,0.39160755,0.26159582
99,-0.040253356,0.5392475,-0.9897536,3.105495,-2.5412917,-0.27018687,3.0317879,2.5254319,0.6065553
100,-0.20158763,0.42646024,1.6365026,0.5953812,-0.8464445,-0.5916683,0.5598953,0.7799399,0.7863696
101,-0.37625545,0.44261134,3.4513884,-1.2274882,-0.4046048,-0.09482527,-1.300064,0.21178286,0.44275025
102,0.47450316,0.39037722,2.048606,0.25908384,-0.74471796,0.22583221,0.14604768,0.42609203,0.07514668
103,0.5748678,0.37233338,3.5735443,-1.3343408,0.50193924,-0.25507367,-1.3583618,-0.48599243,0.49354023
104,0.5559497,0.41407233,0.4919673,1.7402605,-1.5726808,-0.23677865,1.7810943,1.4653565,0.516295
